,Date,Open,Close,Low,High,Volume
232,2020-06-30 07:00:00,1.121305,1.12232,1.12054,1.122385,9764
233,2020-06-30 08:00:00,1.122315,1.12189,1.121755,1.1228,10032
234,2020-06-30 09:00:00,1.1219,1.120525,1.119995,1.121975,9932
235,2020-06-30 10:00:00,1.12052,1.12094,1.11985,1.12191,10234
236,2020-06-30 11:00:00,1.120945,1.119455,1.119425,1.121355,9742
237,2020-06-30 12:00:00,1.11946,1.12091,1.119105,1.12187,10452
238,2020-06-30 13:00:00,1.120915,1.12083,1.1207,1.123095,10982
239,2020-06-30 14:00:00,1.12084,1.123245,1.12035,1.123655,12351
240,2020-06-30 15:00:00,1.123275,1.123865,1.122975,1.126195,11191
241,2020-06-30 16:00:00,1.12386,1.124335,1.123635,1.124985,10443
242,2020-06-30 17:00:00,1.124325,1.12376,1.123665,1.12519,10053
243,2020-06-30 18:00:00,1.123755,1.12328,1.12309,1.12384,9132
244,2020-06-30 19:00:00,1.123275,1.12342,1.12265,1.123875,9099
245,2020-06-30 20:00:00,1.12341,1.12335,1.12306,1.123575,8418
246,2020-06-30 21:00:00,1.123335,1.12322,1.123105,1.12382,5908
247,2020-06-30 22:00:00,1.123225,1.12351,1.123205,1.12366,8282
248,2020-06-30 23:00:00,1.123515,1.123385,1.12329,1.123585,8655
249,2020-07-01 00:00:00,1.12338,1.123095,1.122755,1.12338,8731
250,2020-07-01 01:00:00,1.12309,1.123875,1.1229,1.123965,9424
251,2020-07-01 02:00:00,1.12388,1.123825,1.12363,1.124085,9193
252,2020-07-01 03:00:00,1.123835,1.122665,1.122215,1.123895,8851
253,2020-07-01 04:00:00,1.12266,1.121815,1.121535,1.122735,8905
254,2020-07-01 05:00:00,1.121825,1.122435,1.12157,1.122645,9147
255,2020-07-01 06:00:00,1.122425,1.123375,1.122025,1.123445,9095
256,2020-07-01 07:00:00,1.12338,1.12317,1.122315,1.12338,9472
257,2020-07-01 08:00:00,1.12316,1.123125,1.12291,1.1245,9949
258,2020-07-01 09:00:00,1.12313,1.120765,1.120765,1.12339,9769
259,2020-07-01 10:00:00,1.12077,1.12051,1.120055,1.12113,10171
260,2020-07-01 11:00:00,1.120515,1.120375,1.1185,1.120695,10389
261,2020-07-01 12:00:00,1.120365,1.121775,1.119815,1.1221,10236
262,2020-07-01 13:00:00,1.12178,1.12392,1.121415,1.123995,10801
263,2020-07-01 14:00:00,1.12393,1.12607,1.123665,1.127525,11579
264,2020-07-01 15:00:00,1.126075,1.12586,1.125385,1.12698,10421
265,2020-07-01 16:00:00,1.125865,1.12643,1.12509,1.126485,9788
266,2020-07-01 17:00:00,1.126435,1.12551,1.125235,1.126705,9401
267,2020-07-01 18:00:00,1.12549,1.12454,1.12451,1.126045,8787
268,2020-07-01 19:00:00,1.124535,1.1251,1.12434,1.125725,8597
269,2020-07-01 20:00:00,1.125095,1.125165,1.12496,1.125465,7286
